sampleID	ESE00018_s00006	ESE00019_SLR1	ESE00019_SLR10	ESE00019_SLR11	ESE00019_SLR12	ESE00019_SLR14	ESE00019_SLR16	ESE00019_SLR17	ESE00019_SLR18	ESE00019_SLR19	ESE00019_SLR2	ESE00019_SLR3	ESE00019_SLR4	ESE00019_SLR5	ESE00019_SLR6	ESE00019_SLR8	ESE00019_SLR9	ESE00019_s00021	ESE00019_s00022	ESE00019_s00028	ESE00019_s00033	ESE00019_s00037	ESE00086_s00090	ESE00086_s00092	ESE00087_s00109	ESE00089_s00138	ESE00090_SLR20	ESE00090_SLR22	ESE00090_s00154	ESE00090_s00155	ESE00090_s00157	ESE00125_s00183	ESE00126_s00214	ESE00139_s00245	ESE00151_s00266	ESE00155_s00304	ESE00156_s00317	ESE00157_s00340	ESE00158_s00361	ESE00160_s00396	ESE00207_s00416	ESE00211_s00437	ESE00230_s00456	ESE00231_s00482	ESE00282_s00519	ESE00283_s00547	ESE00418_SLR23	ESE00418_SLR24	ESE00418_SLR26	ESE00418_SLR27	ESE00418_SLR28	ESE00418_SLR31	ESE00418_SLR32	ESE00418_SLR33	ESE00418_SLR34	ESE00418_SLR35	ESE00418_SLR36	ESE00418_SLR37	ESE00418_SLR38	ESE00418_SLR39	ESE00418_SLR40	ESE00418_SLR41	ESE00418_SLR42	ESE00418_s00606	ESE00418_s00607	ESE00418_s00610	ESE00418_s00613	ESE00418_s00614	ESE00418_s00615	ESE00418_s00620	ESE00418_s00621	ESE00553_s00638	ESE00958_s00670	ESE00958_s00677	ESE00960_s00681	ESE00960_s00693	ESE00961_s00707	ESE00961_s00711	ESE00993_s00753	ESE01218_s00785	ESE01261_s00804	ESE01261_s00814	ESE01262_s00834	ESE01393_s00869	ESE01400_s00920	ESE01417_s00945	ESE01435_s00969	ESE01521_s01009	ESE01521_s01016	ESE01522_s01035	ESE01527_s01054	ESE01535_s01072	ESE01543_SLR43	ESE01543_SLR44	ESE01543_SLR45	ESE01543_SLR46	ESE01543_SLR48	ESE01543_SLR49	ESE01543_SLR50	ESE01543_SLR51	ESE01543_SLR53	ESE01543_SLR54_1	ESE01543_SLR54_2	ESE01543_SLR55	ESE01543_SLR56	ESE01543_SLR57	ESE01543_SLR58	ESE01543_SLR59	ESE01543_s01090	ESE01543_s01094	ESE01543_s01103	ESE01543_s01111	ESE01564_s01113	ESE01567_s01133	ESE01567_s01143	ESE01587_s01161	ESE01587_s01167	ESE01592_s01222	ESE01592_s01228	ESE01594_s01235	ESE01594_s01244	ESE01617_s01276	ESE01619_s01300	ESE01619_s01305	ESE01623_s01314	ESE01635_s01331	ESE01653_s01348	ESE01661_s01361	ESE01696_s01387	ESE01841_s01404	ESE01892_s01423	ESE01900_s01436	ESE02164_s01526	ESE02164_s01532	ESE02184_s01550	ESE02190_s01571	ESE02190_s01575	LCP05531_SLR60	LCP05531_SLR62	LCP05531_SLR63	LCP05531_SLR66	LCP05531_SLR67	LCP05531_SLR68	LCP05531_SLR69	LCP05531_SLR70	LCP05531_SLR71	LCP05531_SLR72	LCP05531_SLR74	LCP05531_SLR75	LCP05531_SLR76	LCP05531_SLR77	LCP05531_s01799	LCP05531_s01800	LCP05531_s01801	LCP05531_s01802	LCP05531_s01807	LCP05531_s01808	LCP05531_s01818	LCP06093_SLR78	LCP06093_SLR79	LCP06093_SLR80	LCP06093_SLR81	LCP06093_SLR82	LCP06093_SLR83	LCP06093_SLR84	LCP06093_SLR85	LCP06093_SLR86	LCP06093_SLR88	LCP06093_SLR89	LCP06093_SLR90	LCP06093_SLR91	LCP06093_s01874	LCP06093_s01880	LCP06093_s01882	LCP3239_s01654	LCP4799_s01694	LCP4799_s01696	LCP5327_s01719	LCP5327_s01721	LCP5327_s01722	LCP5471_s01732	LCP5496_s01742	LCP5529T_s01783	LCP5639_s01851	LCP6615_s01894	LCP6621_s01936	LCP6622_s01953	LCP6623_s01974	LCP6697_s01988	LCP6700_s02027	LCP6701_s02040	LCP797_s01620	LCP797_s01623	LMA421_s02055	LMA421_s02063	PN0144_s02085	PN0144_s02090	UBOCC-A-112050_s02145	UBOCC-A-112053_s02172	UBOCC-A-112059_s02186	UBOCC-A-116003_s02281	UBOCC-A-116003_s02288
ESE01527	0.997	1.000	0.941	0.995	1.000	0.995	1.000	0.765	0.371	0.583	1.000	0.999	0.995	0.508	0.997	0.994	0.999	0.217	0.481	1.000	1.000	0.529	0.082	0.667	0.027	0.027	0.830	0.882	0.625	0.197	0.186	1.000	0.026	0.999	0.027	0.383	0.027	0.027	0.027	0.027	0.027	0.027	0.141	0.140	0.027	0.026	0.917	0.466	0.711	0.996	0.997	0.418	0.998	0.930	0.776	0.997	1.000	0.999	0.995	0.829	0.460	0.993	0.997	0.657	0.217	0.999	0.649	0.879	0.878	0.999	0.585	0.999	0.768	0.433	0.996	0.026	0.369	0.385	0.027	0.965	0.999	0.141	0.027	0.997	1.000	0.997	0.563	0.999	0.167	0.026	0.999	0.999	0.986	0.854	0.420	0.808	0.996	1.000	0.894	0.997	0.362	0.632	0.206	0.970	0.947	1.000	0.949	1.000	0.027	1.000	0.981	0.928	0.999	0.999	0.026	0.997	0.584	0.999	0.083	0.289	0.027	0.999	0.996	0.083	0.998	0.665	0.999	0.196	0.999	1.000	0.998	0.027	0.999	0.026	0.026	0.999	0.026	1.000	0.832	0.990	0.899	0.522	0.924	1.000	1.000	1.000	1.000	0.924	0.351	0.998	0.207	0.319	0.999	0.299	0.957	0.026	0.185	0.436	0.992	0.344	0.983	0.768	1.000	1.000	0.930	0.538	1.000	0.614	0.999	0.996	0.950	0.529	0.311	0.998	0.217	0.324	0.461	0.332	0.165	0.196	0.437	0.999	0.026	0.027	0.380	0.096	0.995	0.279	0.474	0.283	0.027	0.368	0.382	0.804	0.026	0.085	0.380	0.026	0.027	0.999	0.999	1.000
ESE01535	0.997	1.000	0.680	0.997	0.670	0.941	0.999	0.168	0.327	0.541	0.912	0.203	0.922	0.507	0.994	0.172	0.099	0.213	0.480	1.000	0.999	0.461	0.085	0.075	0.028	0.028	0.829	0.877	0.586	0.067	0.190	1.000	0.027	0.999	0.028	0.064	0.028	0.028	0.028	0.028	0.028	0.028	0.139	0.138	0.028	0.027	0.548	0.451	0.698	1.000	0.151	0.410	0.989	0.706	0.739	1.000	1.000	1.000	0.951	0.788	0.392	0.146	0.661	0.435	0.213	1.000	0.644	0.875	0.875	0.996	0.561	0.999	0.134	0.081	0.997	0.027	0.386	0.064	0.028	0.999	0.999	0.139	0.028	0.997	1.000	0.997	0.536	0.999	0.165	0.027	0.999	0.999	0.581	0.852	0.409	0.803	0.989	1.000	0.895	0.950	0.362	0.504	0.202	0.124	0.168	1.000	0.702	1.000	0.028	1.000	1.000	0.229	0.999	0.999	0.027	0.997	0.557	0.999	0.085	0.271	0.028	0.999	0.995	0.085	0.998	0.071	0.999	0.067	0.999	1.000	0.998	0.028	0.999	0.027	0.027	0.999	0.027	0.994	0.567	0.919	0.873	0.484	0.894	1.000	1.000	1.000	1.000	0.950	0.323	0.988	0.200	0.312	1.000	0.178	0.208	0.027	0.182	0.418	0.888	0.344	0.983	0.179	1.000	1.000	0.660	0.537	1.000	0.588	0.996	0.995	0.699	0.460	0.313	0.203	0.222	0.337	0.070	0.350	0.170	0.068	0.081	0.999	0.027	0.028	0.064	0.094	0.995	0.281	0.066	0.286	0.028	0.386	0.063	0.135	0.027	0.083	0.064	0.027	0.028	0.999	0.999	1.000
ESE01543	0.952	0.745	0.962	0.989	0.930	0.898	1.000	0.755	0.560	0.821	1.000	0.991	0.895	0.502	0.803	0.990	0.999	0.996	0.512	0.699	1.000	0.261	0.119	0.659	1.000	1.000	0.815	0.872	0.585	0.158	0.187	0.954	0.986	0.953	1.000	0.343	1.000	1.000	1.000	1.000	1.000	1.000	0.254	0.253	1.000	0.986	0.915	0.665	0.291	1.000	1.000	1.000	1.000	0.977	0.864	1.000	1.000	0.795	0.918	0.831	0.265	1.000	0.997	0.912	0.996	0.974	0.673	0.855	0.854	0.996	0.535	0.955	0.761	0.398	0.950	0.986	0.256	0.342	1.000	0.926	0.999	0.254	1.000	0.951	1.000	0.951	0.227	0.953	0.194	0.986	0.955	0.953	0.990	0.996	0.999	1.000	1.000	1.000	0.998	1.000	0.985	0.935	1.000	0.979	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.953	0.999	0.986	0.951	0.536	0.953	0.119	1.000	1.000	0.953	0.950	0.119	0.952	0.657	0.953	0.158	0.955	0.954	0.952	1.000	0.953	0.986	0.986	0.953	0.986	0.998	1.000	0.906	0.989	0.269	0.990	1.000	1.000	1.000	1.000	0.737	0.473	1.000	0.222	0.328	0.826	0.304	1.000	0.986	0.995	0.556	0.903	1.000	0.412	0.757	0.785	1.000	0.895	0.560	0.727	0.724	0.791	0.986	0.964	0.262	0.313	0.994	0.236	0.227	0.421	0.240	0.164	0.158	0.399	0.953	0.986	1.000	0.342	0.108	0.995	0.396	0.441	0.400	1.000	0.257	0.342	0.798	0.986	0.097	0.342	0.986	1.000	0.953	0.953	1.000
ESE01564	0.997	1.000	0.681	0.997	0.678	0.941	0.999	0.169	0.327	0.540	0.911	0.203	0.922	0.508	0.994	0.172	0.098	0.213	0.479	1.000	0.999	0.460	0.084	0.075	0.027	0.027	0.830	0.876	0.586	0.068	0.188	1.000	0.027	0.999	0.027	0.064	0.027	0.027	0.027	0.027	0.027	0.027	0.141	0.141	0.027	0.027	0.549	0.449	0.697	1.000	0.150	0.408	0.989	0.706	0.738	1.000	1.000	1.000	0.951	0.789	0.391	0.146	0.658	0.435	0.213	1.000	0.645	0.875	0.874	0.996	0.560	0.999	0.135	0.082	0.997	0.027	0.383	0.064	0.027	0.999	0.999	0.141	0.027	0.997	1.000	0.997	0.533	0.999	0.165	0.027	0.999	0.999	0.580	0.854	0.407	0.803	0.989	1.000	0.894	0.950	0.365	0.504	0.203	0.124	0.168	1.000	0.702	1.000	0.027	1.000	0.999	0.228	0.999	0.999	0.027	0.997	0.561	0.999	0.084	0.271	0.027	0.999	0.996	0.084	0.998	0.071	0.999	0.067	0.999	1.000	0.998	0.027	0.999	0.027	0.027	0.999	0.027	0.996	0.566	0.918	0.873	0.483	0.895	1.000	1.000	1.000	1.000	0.950	0.322	0.988	0.200	0.311	0.999	0.177	0.208	0.027	0.182	0.418	0.887	0.346	0.983	0.179	1.000	1.000	0.667	0.539	1.000	0.588	0.996	0.995	0.700	0.459	0.309	0.202	0.224	0.335	0.070	0.347	0.168	0.067	0.083	0.999	0.027	0.027	0.064	0.093	0.995	0.282	0.064	0.287	0.027	0.383	0.062	0.135	0.027	0.083	0.064	0.027	0.027	0.999	0.999	1.000
ESE01567	0.951	0.738	0.965	0.904	0.936	0.862	0.999	0.758	0.994	0.761	0.998	0.918	0.907	0.439	0.640	0.952	0.999	1.000	1.000	0.743	1.000	0.971	0.122	0.685	1.000	1.000	0.692	0.873	0.603	0.162	0.194	0.953	1.000	0.952	1.000	0.351	1.000	1.000	1.000	1.000	1.000	1.000	0.148	0.147	1.000	1.000	0.914	0.640	0.997	1.000	1.000	0.629	0.989	0.984	0.851	0.900	1.000	0.793	0.978	0.996	0.997	1.000	0.857	1.000	1.000	0.977	0.646	0.868	0.867	0.999	0.657	0.954	0.763	0.401	0.949	1.000	0.419	0.351	1.000	0.959	0.999	0.148	1.000	0.950	0.374	0.950	0.460	0.952	0.268	1.000	0.954	0.953	0.990	0.993	0.686	0.876	1.000	1.000	0.710	0.843	0.982	0.931	1.000	0.977	0.909	0.999	1.000	0.901	1.000	1.000	0.591	0.938	0.952	0.999	1.000	0.950	0.657	0.952	0.122	0.351	1.000	0.952	0.949	0.122	0.951	0.683	0.952	0.161	0.954	0.953	0.951	1.000	0.952	1.000	1.000	0.952	1.000	1.000	1.000	0.870	0.992	0.971	0.992	1.000	1.000	1.000	0.898	0.776	0.557	1.000	0.235	0.390	0.534	0.333	0.920	1.000	1.000	0.992	0.875	1.000	0.983	0.760	0.903	1.000	0.868	0.505	0.783	0.595	0.599	0.880	0.972	0.972	0.965	0.929	0.215	0.368	0.425	0.380	0.173	0.162	0.403	0.952	1.000	1.000	0.350	0.116	0.995	0.072	0.446	0.074	1.000	0.419	0.351	0.801	1.000	0.105	0.351	1.000	1.000	0.952	0.952	0.196
ESE01587	0.997	1.000	0.992	0.990	1.000	0.796	0.999	0.254	0.329	0.553	1.000	0.949	1.000	0.529	0.631	0.950	0.999	0.362	0.395	0.630	0.999	0.664	1.000	0.145	0.027	0.027	0.816	0.879	0.691	0.065	0.189	1.000	0.027	0.999	0.027	0.063	0.027	0.027	0.027	0.027	0.027	0.027	0.169	0.168	0.027	0.027	0.549	0.415	0.983	1.000	1.000	0.380	0.999	0.977	0.946	1.000	0.999	1.000	0.936	0.846	0.495	0.999	0.638	0.774	0.362	1.000	0.644	0.906	0.905	1.000	1.000	0.966	0.200	0.081	0.997	0.027	0.365	0.063	0.027	0.999	0.999	0.169	0.027	0.997	1.000	0.997	0.282	0.999	0.164	0.027	0.966	0.999	0.990	0.939	0.385	0.950	0.994	0.999	0.972	0.738	0.777	0.693	0.459	0.977	0.915	1.000	1.000	1.000	0.027	1.000	0.512	0.272	0.999	0.999	0.027	0.996	0.999	0.999	1.000	0.678	0.027	0.999	0.996	1.000	0.998	0.143	0.999	0.065	0.966	1.000	0.998	0.027	0.999	0.027	0.027	0.999	0.027	1.000	0.944	0.771	0.894	0.756	0.997	0.999	1.000	1.000	1.000	0.688	0.341	0.999	0.231	0.251	0.440	0.258	0.932	0.027	0.308	0.492	0.821	0.722	0.983	0.262	0.880	1.000	0.930	0.557	0.653	0.589	0.591	0.986	0.998	0.663	0.294	0.793	0.167	0.323	0.070	0.332	0.167	0.065	0.081	0.999	0.027	0.027	0.063	0.144	0.995	0.583	0.066	0.586	0.027	0.367	0.062	0.203	0.027	0.134	0.063	0.027	0.027	0.999	0.999	1.000
ESE01589	0.997	1.000	0.992	0.990	1.000	0.856	0.999	0.788	0.335	0.642	1.000	0.944	1.000	0.579	0.626	0.946	0.999	1.000	0.388	0.698	1.000	0.287	0.092	0.716	0.027	0.027	0.819	0.874	0.586	0.162	0.187	1.000	0.027	0.999	0.027	0.347	0.027	0.027	0.027	0.027	0.027	0.027	0.255	0.254	0.027	0.027	0.915	0.413	0.264	1.000	1.000	0.390	0.998	0.980	0.949	1.000	1.000	1.000	0.989	0.850	0.230	0.999	0.997	1.000	1.000	0.993	0.677	0.888	0.888	0.988	0.625	0.999	0.786	0.398	0.997	0.027	0.365	0.347	0.027	0.965	0.999	0.255	0.027	0.997	1.000	0.997	0.209	0.999	0.164	0.027	0.999	0.999	0.989	0.990	0.391	0.998	0.996	1.000	0.998	0.766	0.982	0.931	1.000	0.977	0.992	1.000	1.000	1.000	0.027	1.000	0.505	1.000	0.999	0.999	0.027	0.997	0.628	0.999	0.092	1.000	0.027	0.999	0.995	0.092	0.998	0.715	0.999	0.162	0.999	1.000	0.998	0.027	0.999	0.027	0.027	0.999	0.027	1.000	0.999	0.868	0.899	0.250	1.000	0.999	1.000	1.000	1.000	0.666	0.364	0.998	0.220	0.254	0.434	0.335	0.999	0.027	0.846	0.561	0.996	1.000	0.978	0.789	0.881	1.000	0.930	0.600	0.727	0.593	0.586	0.987	0.998	0.287	0.310	0.831	0.166	0.325	0.422	0.333	0.168	0.163	0.400	0.999	0.027	0.027	0.346	0.106	0.995	0.602	0.443	0.609	0.027	0.367	0.346	0.824	0.027	0.095	0.346	0.027	0.027	0.999	0.999	1.000
ESE01590	0.997	1.000	0.992	0.991	1.000	0.842	1.000	0.788	0.334	0.613	1.000	0.944	1.000	0.579	0.626	0.945	0.999	1.000	0.386	0.701	1.000	0.288	0.093	0.719	0.026	0.026	0.820	0.876	0.590	0.160	0.189	1.000	0.025	0.999	0.026	0.352	0.026	0.026	0.026	0.026	0.026	0.026	0.256	0.254	0.026	0.025	0.914	0.404	0.262	1.000	1.000	0.389	0.998	0.980	0.949	1.000	1.000	1.000	0.989	0.845	0.233	0.999	0.998	1.000	1.000	0.993	0.675	0.889	0.888	0.988	0.628	0.999	0.786	0.402	0.997	0.025	0.364	0.352	0.026	0.965	0.999	0.255	0.026	0.997	1.000	0.997	0.209	0.999	0.163	0.025	0.999	0.999	0.989	0.991	0.382	0.998	0.996	1.000	0.998	0.763	0.980	0.931	1.000	0.978	0.995	1.000	1.000	1.000	0.026	1.000	0.504	1.000	0.999	0.999	0.025	0.997	0.629	0.999	0.093	1.000	0.026	0.999	0.996	0.093	0.998	0.717	0.999	0.162	0.999	1.000	0.998	0.026	0.999	0.025	0.025	0.999	0.025	1.000	0.999	0.859	0.899	0.250	1.000	1.000	1.000	1.000	1.000	0.667	0.364	0.998	0.221	0.249	0.433	0.334	0.999	0.025	0.846	0.562	0.996	1.000	0.978	0.790	0.836	1.000	0.930	0.600	0.729	0.586	0.586	0.987	0.998	0.290	0.314	0.828	0.174	0.324	0.425	0.331	0.167	0.162	0.404	0.999	0.025	0.026	0.352	0.105	0.995	0.602	0.445	0.607	0.026	0.365	0.351	0.826	0.025	0.095	0.352	0.025	0.026	0.999	0.999	1.000
ESE01592	0.997	0.721	0.970	0.980	0.933	0.871	0.980	0.163	0.647	0.804	1.000	0.171	0.906	0.446	0.621	0.120	0.045	0.229	0.569	1.000	1.000	0.386	1.000	0.065	0.026	0.026	0.779	0.850	0.667	0.056	0.190	1.000	0.025	0.999	0.026	0.053	0.026	0.026	0.026	0.026	0.026	0.026	0.161	0.160	0.026	0.025	0.544	0.751	0.592	1.000	0.108	0.967	1.000	0.976	0.728	0.978	1.000	0.768	0.990	0.860	0.470	0.065	0.657	0.664	0.231	1.000	0.642	0.887	0.887	1.000	0.586	0.999	0.130	0.065	0.997	0.025	0.443	0.054	0.026	0.965	0.999	0.161	0.026	0.997	1.000	0.997	0.272	0.999	0.216	0.025	0.999	0.999	0.543	0.868	0.954	0.680	0.997	0.999	0.607	0.879	0.413	0.634	0.234	0.051	0.142	0.999	0.999	0.979	0.026	1.000	0.515	0.150	0.999	0.999	0.025	0.997	0.586	0.999	1.000	0.388	0.026	0.999	0.996	1.000	0.998	0.061	0.999	0.056	0.999	1.000	0.998	0.026	0.999	0.025	0.025	0.999	0.025	1.000	0.832	0.892	0.837	0.505	0.717	0.999	1.000	1.000	0.978	0.924	0.423	1.000	0.203	0.346	0.460	0.172	0.190	0.025	0.198	0.440	0.872	0.396	0.983	0.174	0.930	1.000	0.882	0.499	1.000	0.826	0.581	0.975	0.971	0.384	0.303	0.161	0.181	0.409	0.059	0.419	0.166	0.056	0.066	0.999	0.025	0.026	0.053	0.165	0.995	0.046	0.054	0.049	0.026	0.444	0.053	0.132	0.025	0.155	0.053	0.025	0.026	0.999	0.999	0.173
ESE01594	0.952	0.749	0.992	0.990	1.000	0.950	1.000	0.173	0.633	0.934	1.000	0.991	0.994	0.579	0.816	0.990	0.999	0.996	0.557	0.648	1.000	0.293	0.117	0.078	1.000	1.000	0.816	0.878	0.587	0.061	0.184	0.955	0.986	0.954	1.000	0.058	1.000	1.000	1.000	1.000	1.000	1.000	0.255	0.253	1.000	0.986	0.546	0.760	0.292	1.000	1.000	0.999	1.000	0.977	0.828	0.997	1.000	0.800	0.946	0.876	0.240	1.000	0.659	0.765	0.996	0.974	0.668	0.855	0.854	0.996	0.628	0.956	0.138	0.076	0.951	0.986	0.372	0.058	1.000	0.927	0.999	0.255	1.000	0.952	1.000	0.952	0.229	0.954	0.193	0.986	0.956	0.954	0.990	0.993	0.999	0.999	1.000	1.000	0.998	1.000	0.977	0.856	1.000	0.978	0.996	1.000	1.000	1.000	1.000	1.000	1.000	0.219	0.954	0.999	0.986	0.952	0.628	0.954	0.117	1.000	1.000	0.954	0.950	0.117	0.953	0.075	0.954	0.061	0.956	0.955	0.953	1.000	0.954	0.986	0.986	0.954	0.986	0.997	0.969	0.924	0.989	0.272	1.000	1.000	1.000	1.000	1.000	0.694	0.459	1.000	0.216	0.332	0.825	0.179	1.000	0.986	0.995	0.433	0.945	1.000	0.983	0.183	0.921	1.000	0.929	0.601	0.663	0.955	0.803	0.987	0.992	0.293	0.243	0.995	0.243	0.318	0.066	0.331	0.165	0.061	0.077	0.954	0.986	1.000	0.058	0.109	0.995	0.391	0.061	0.393	1.000	0.374	0.056	0.139	0.986	0.098	0.058	0.986	1.000	0.954	0.954	1.000
ESE01607	0.997	1.000	0.992	0.981	1.000	0.844	1.000	0.871	0.342	0.626	1.000	0.947	1.000	0.593	0.608	0.947	0.999	1.000	0.394	0.674	0.999	0.671	0.092	0.999	0.027	0.027	0.821	0.880	0.594	0.173	0.190	1.000	0.026	0.999	0.027	0.362	0.027	0.027	0.027	0.027	0.027	0.027	0.282	0.280	0.027	0.026	0.925	0.419	0.986	1.000	1.000	0.384	1.000	0.970	0.930	1.000	1.000	1.000	0.987	0.846	0.522	0.999	0.999	0.697	1.000	0.977	0.695	0.911	0.911	0.999	1.000	0.999	0.850	0.410	0.997	0.026	0.372	0.363	0.027	0.965	0.999	0.281	0.027	0.997	1.000	0.996	0.298	0.999	0.163	0.026	0.999	0.999	0.989	0.976	0.388	0.970	0.997	1.000	0.998	0.762	0.980	0.809	1.000	0.976	0.993	1.000	1.000	1.000	0.027	1.000	0.502	1.000	0.999	0.999	0.026	0.997	0.999	0.999	0.092	1.000	0.027	0.999	0.995	0.092	0.998	0.999	0.999	0.172	0.999	1.000	0.998	0.027	0.999	0.026	0.026	0.999	0.026	1.000	0.869	0.866	0.899	0.756	1.000	1.000	1.000	1.000	1.000	0.716	0.372	1.000	0.229	0.261	0.432	0.342	0.999	0.026	0.846	0.448	0.996	1.000	0.983	0.872	0.880	1.000	0.930	0.603	0.696	0.594	0.582	0.988	0.998	0.670	0.243	0.838	0.181	0.327	0.436	0.335	0.168	0.173	0.412	0.999	0.026	0.027	0.361	0.143	0.995	0.606	0.454	0.608	0.027	0.373	0.361	0.893	0.026	0.133	0.362	0.026	0.027	0.999	0.999	1.000
ESE01617	0.997	0.720	0.929	0.994	0.556	0.829	0.983	0.761	0.288	0.543	1.000	0.221	0.902	0.427	0.981	0.152	0.082	0.287	0.444	1.000	0.999	0.590	0.102	0.660	0.026	0.026	0.807	0.839	0.577	0.156	0.180	1.000	0.026	0.999	0.026	0.344	0.026	0.026	0.026	0.026	0.026	0.026	0.139	0.138	0.026	0.026	0.916	0.418	0.994	0.998	0.140	0.399	0.993	0.938	0.760	0.996	0.978	0.761	0.997	0.783	0.555	0.124	0.976	0.680	0.287	1.000	0.647	0.901	0.901	0.996	0.599	0.998	0.765	0.392	0.996	0.026	0.350	0.344	0.026	0.999	0.999	0.139	0.026	0.996	1.000	0.996	0.355	0.998	0.163	0.026	0.998	0.998	0.571	0.896	0.388	0.788	0.964	0.980	0.922	0.846	0.552	0.644	0.319	0.102	0.185	1.000	0.959	0.996	0.026	0.999	0.987	1.000	0.998	0.999	0.026	0.996	0.597	0.998	0.104	0.294	0.026	0.999	0.995	0.104	0.998	0.658	0.998	0.156	0.998	1.000	0.997	0.026	0.999	0.026	0.026	0.999	0.026	1.000	0.820	0.863	0.870	0.768	0.888	0.979	0.958	1.000	0.996	0.922	0.329	0.993	0.200	0.285	0.989	0.291	0.231	0.026	0.244	0.439	0.855	0.534	0.980	0.763	0.928	0.999	0.575	0.497	1.000	0.555	0.984	0.995	0.928	0.588	0.306	0.217	0.209	0.310	0.422	0.321	0.163	0.156	0.394	0.999	0.026	0.026	0.343	0.148	0.994	0.271	0.441	0.277	0.026	0.350	0.344	0.800	0.026	0.138	0.343	0.026	0.026	0.998	0.998	0.986
ESE01619	0.997	0.729	0.646	0.981	0.933	0.868	0.980	0.142	0.644	0.811	1.000	0.215	0.906	0.505	0.628	0.135	0.083	0.295	0.574	1.000	1.000	0.588	1.000	0.047	0.025	0.025	0.779	0.855	0.672	0.052	0.189	1.000	0.024	0.999	0.025	0.044	0.025	0.025	0.025	0.025	0.025	0.025	0.257	0.255	0.025	0.024	0.543	0.750	0.988	1.000	0.132	0.968	1.000	0.682	0.777	0.978	1.000	0.770	0.998	0.857	0.539	0.118	0.657	0.435	0.297	1.000	0.642	0.910	0.909	1.000	0.563	0.999	0.114	0.057	0.996	0.024	0.445	0.045	0.025	0.965	0.999	0.257	0.025	0.997	1.000	0.997	0.364	0.999	0.293	0.024	0.999	0.999	0.567	0.905	0.958	0.700	0.997	1.000	0.636	0.880	0.582	0.521	0.336	0.096	0.166	0.999	0.679	0.979	0.025	1.000	0.526	0.139	0.999	0.999	0.024	0.996	0.561	0.999	1.000	0.469	0.025	0.999	0.996	1.000	0.998	0.043	0.999	0.052	0.999	1.000	0.998	0.025	0.999	0.024	0.024	0.999	0.024	1.000	0.549	0.889	0.870	0.753	0.715	0.999	1.000	1.000	0.979	0.918	0.416	1.000	0.207	0.347	0.473	0.184	0.207	0.024	0.254	0.419	0.866	0.571	0.983	0.153	0.930	1.000	0.880	0.561	1.000	0.826	0.589	0.976	0.662	0.587	0.301	0.178	0.167	0.407	0.051	0.419	0.166	0.052	0.058	0.999	0.024	0.025	0.044	0.164	0.995	0.152	0.046	0.149	0.025	0.446	0.044	0.114	0.024	0.154	0.044	0.024	0.025	0.999	0.999	0.172
ESE01623	0.997	1.000	0.992	0.996	0.665	0.878	0.998	0.630	0.334	0.560	1.000	0.230	0.895	0.527	0.626	0.175	0.111	0.272	0.423	0.618	0.998	0.618	0.087	0.558	0.025	0.025	0.823	0.873	0.589	0.164	0.185	1.000	0.025	0.999	0.025	0.339	0.025	0.025	0.025	0.025	0.025	0.025	0.165	0.164	0.025	0.025	0.768	0.413	0.984	1.000	0.153	0.392	0.989	0.968	0.768	1.000	0.999	1.000	0.816	0.788	0.529	0.162	0.841	0.635	0.272	1.000	0.669	0.901	0.901	0.999	0.524	0.999	0.518	0.397	0.996	0.025	0.339	0.341	0.025	0.999	0.999	0.165	0.025	0.997	1.000	0.997	0.532	0.999	0.167	0.025	0.999	0.999	0.589	0.889	0.414	0.833	0.973	0.999	0.923	0.840	0.515	0.621	0.298	0.139	0.188	1.000	0.999	0.980	0.025	1.000	0.511	0.639	0.999	0.999	0.025	0.997	0.523	0.999	0.087	0.362	0.025	0.999	0.995	0.087	0.998	0.555	0.999	0.166	0.999	1.000	0.998	0.025	0.999	0.025	0.025	0.999	0.025	1.000	0.864	0.875	0.873	0.790	0.908	0.999	1.000	1.000	1.000	0.618	0.366	0.988	0.190	0.318	0.450	0.231	0.237	0.025	0.231	0.364	0.945	0.512	0.983	0.633	0.818	1.000	0.659	0.557	0.628	0.592	0.589	0.997	0.998	0.617	0.222	0.234	0.191	0.283	0.449	0.290	0.164	0.167	0.399	0.999	0.025	0.025	0.335	0.140	0.995	0.385	0.465	0.385	0.025	0.339	0.339	0.542	0.025	0.130	0.336	0.025	0.025	0.999	0.999	1.000
